Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11198164.0	1.2 Gbp	0.0	18-151	37.0	75.76425091007034	109.2215933790575	117	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16538198.0	2.1 Gbp	0.0	18-139	38.0	12.459133448544504	127.17310561888303	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16538198.0	2 Gbp	0.0	18-151	38.0	70.73469657573625	125.68285631844533	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16555897.0	2.1 Gbp	0.0	18-139	39.0	16.60189517358016	129.2010676920737	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16555897.0	2 Gbp	0.0	18-151	37.0	80.04522288003079	124.53603939430162	137	pass	warn	warn	pass	fail	fail	pass	warn	pass	pass	pass
4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13575004.0	1.7 Gbp	0.0	18-139	39.0	19.586023467678075	129.92696930328714	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13575004.0	1.6 Gbp	0.0	18-151	36.0	77.81818541947044	122.89201130253811	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21599611.0	2.7 Gbp	0.0	18-139	37.0	15.931716067166853	123.90635956360511	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21599611.0	2.5 Gbp	0.0	18-151	36.0	69.5578007916925	120.1601791810047	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7053947.0	830.3 Mbp	0.0	18-139	38.0	24.68453733366046	116.86905699745121	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7053947.0	830.6 Mbp	0.0	18-151	37.0	71.03087564631944	117.7182989892042	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13120663.0	1.5 Gbp	0.0	18-139	37.0	19.21569241629874	117.58635718332222	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13120663.0	1.5 Gbp	0.0	18-151	38.0	83.1739391092834	121.85371021266228	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11636672.0	1.3 Gbp	0.0	18-139	38.0	16.413753508757438	112.97147019353987	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11636672.0	1.3 Gbp	0.0	18-151	39.0	75.10152405185849	119.83049174196884	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	fail	pass
4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8225417.0	961.1 Mbp	0.0	18-139	41.0	16.524338135889927	116.24260253309954	127	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8225417.0	997.2 Mbp	0.0	18-151	41.0	65.18478843487475	121.22846428333055	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22179341.0	2.6 Gbp	0.0	18-139	38.0	12.017953976534127	117.31348000826534	132	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22179341.0	2.6 Gbp	0.0	18-151	38.0	59.79180769346751	119.30901666555377	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22026358.0	2.6 Gbp	0.0	18-139	38.0	12.805100265336266	119.57996487662645	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22026358.0	2.6 Gbp	0.0	18-151	38.0	62.557613228182504	120.5002428000126	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16959884.0	2 Gbp	0.0	18-139	37.0	16.377342663078277	119.60896035609677	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16959884.0	2 Gbp	0.0	18-151	37.0	69.88877161708436	119.8109253577442	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	229190.0	24.5 Mbp	0.0	18-139	38.0	43.871194173905415	106.41478685806536	112	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	229190.0	26 Mbp	0.0	18-151	39.0	79.89218644849763	113.74173393254505	127	pass	warn	fail	pass	fail	fail	pass	warn	pass	fail	pass
4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33926416.0	4.3 Gbp	0.0	18-139	38.0	10.132028507660088	126.39797236466121	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33926416.0	4 Gbp	0.0	18-151	37.0	67.29565078950654	120.74573199833428	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10650518.0	1.2 Gbp	0.0	18-139	38.0	16.251413105503946	117.56895026138635	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10650518.0	1.2 Gbp	0.0	18-151	38.0	70.85774426999126	120.09193881461916	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23658223.0	2.9 Gbp	0.0	18-139	37.0	11.661761468627379	122.22849137908625	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23658223.0	2.9 Gbp	0.0	18-151	37.0	70.85175825679411	123.28638072267726	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17709144.0	2.1 Gbp	0.0	18-139	37.0	16.316126661988093	119.95096928456847	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17709144.0	2.1 Gbp	0.0	18-151	37.0	77.74111839044954	121.74265565856825	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17895846.0	1.8 Gbp	0.0	18-139	37.0	10.62452695544512	104.11753945580443	107	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17895846.0	2 Gbp	0.0	18-151	38.0	60.47194282096372	112.19347277574919	122	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14034954.0	1.7 Gbp	0.0	18-139	38.0	19.363081933069907	125.0298695670823	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14034954.0	1.7 Gbp	0.0	18-151	37.0	81.03627417371914	122.53021456286925	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	504875.0	53.8 Mbp	0.0	18-139	39.0	42.40239778366708	106.1109185441941	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	504875.0	56.9 Mbp	0.0	18-151	39.0	76.79413535396868	112.6876692250557	122	pass	warn	fail	pass	fail	fail	pass	warn	pass	fail	pass
4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4135993.0	454.1 Mbp	0.0	18-139	40.0	22.985235881056187	109.28761388135811	117	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4135993.0	477.5 Mbp	0.0	18-151	40.0	65.8794337295292	115.42271348138162	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18021518.0	2.2 Gbp	0.0	18-139	38.0	13.567117565974005	122.77200544371456	137	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18021518.0	2.2 Gbp	0.0	18-151	38.0	69.1965175624963	123.53997959550355	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22046152.0	2.7 Gbp	0.0	18-139	35.0	10.559226912159668	125.17214360129604	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22046152.0	2.6 Gbp	0.0	18-151	35.0	72.69324180740786	122.08174855185612	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11054121.0	1.2 Gbp	0.0	18-139	39.0	16.766163208058334	112.21470635249968	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11054121.0	1.2 Gbp	0.0	18-151	40.0	65.06019079438752	117.12321884299982	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17452991.0	2 Gbp	0.0	18-139	37.0	13.50115158585264	117.62221684523874	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17452991.0	2.1 Gbp	0.0	18-151	38.0	69.78726604589225	120.5423362104524	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_G09_BLANK_10479813_22MM3HLT4_L3_R1_trimmed2	4_G09_BLANK_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40199.0	5 Mbp	0.0	18-139	38.0	56.367073807806165	124.34296873056543	137	pass	pass	fail	pass	warn	warn	pass	warn	warn	warn	pass
4_G09_BLANK_10479813_22MM3HLT4_L3_R2_trimmed2	4_G09_BLANK_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40199.0	4.8 Mbp	0.0	18-151	36.0	94.16900917933282	121.78492002288614	132	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21947896.0	2.7 Gbp	0.0	18-139	37.0	12.93479694725901	124.99962123932062	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21947896.0	2.6 Gbp	0.0	18-151	36.0	66.7334962109325	121.29832927948993	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20341500.0	2.5 Gbp	0.0	18-139	37.0	13.3982988228365	123.85808298306418	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20341500.0	2.4 Gbp	0.0	18-151	37.0	70.1361522905654	122.85474488115429	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16953958.0	2.1 Gbp	0.0	18-139	38.0	16.029580984593792	126.66965029640866	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16953958.0	2 Gbp	0.0	18-151	37.0	74.34918566801502	119.52288686806939	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3514901.0	396.6 Mbp	0.0	18-139	39.0	26.764327372145303	112.1561594480186	122	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3514901.0	396.2 Mbp	0.0	18-151	39.0	68.48243225092612	112.7305636773269	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14335497.0	1.6 Gbp	0.0	18-139	36.0	19.415399919944527	110.96847106172879	122	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14335497.0	1.6 Gbp	0.0	18-151	37.0	60.69772742731466	113.74675666982456	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4087317.0	400.8 Mbp	0.0	18-139	40.0	20.779104771840444	97.81440710373089	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4087317.0	434.7 Mbp	0.0	18-151	40.0	55.18819173953305	106.34094345997632	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19222638.0	2.2 Gbp	0.0	18-139	36.0	9.215139545466133	117.98578951546608	127	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19222638.0	2.3 Gbp	0.0	18-151	37.0	65.13195917320994	121.06898454832266	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23615899.0	2.9 Gbp	0.0	18-139	38.0	13.026704453090982	123.57444524978702	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23615899.0	2.9 Gbp	0.0	18-151	38.0	72.16333067100827	123.40634404813468	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12137604.0	1.4 Gbp	0.0	18-139	37.0	15.693623567201904	120.67629764490586	137	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12137604.0	1.4 Gbp	0.0	18-151	38.0	75.247114082162	122.0867050861109	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20871700.0	2.7 Gbp	0.0	18-139	38.0	14.266895432196444	128.20795503001673	137	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20871700.0	2.5 Gbp	0.0	18-151	37.0	76.68847736664854	123.96651307751645	137	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
4_H08_304_X5_31_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	4_H08_304_X5_31_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13760810.0	1.5 Gbp	0.0	18-139	38.0	14.966285399527163	110.51322487557056	117	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
