Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
209161_HY5CNBGXT_TCDM_2_C05_X5_66_2_i_GTTACC_S35_trim1										12.724843310039136	3.601276848211958	5.670726854630209	1.3687102207013875	0.6777466822824207	0.18408904652381103	0.0
209162_HY5CNBGXT_TCDM_2_D05_X5_66_1_i_CGCAAC_S36_trim1										12.953896860901118	3.7192196570597496	5.6385392495980815	1.4429304348998484	1.1760274851209405	0.09927036562474204	0.0
209163_HY5CNBGXT_TCDM_2_E05_C17_3_3_o_TGGCGA_S37_trim1										13.019834001547961	3.49799322081794	5.36201065650114	1.095896605735827	1.0774170344357177	0.0	0.0
209164_HY5CNBGXT_TCDM_2_F05_A03_3_2_o_ACCGTG_S38_trim1										12.92790910678362	3.422635561412426	5.620062137585015	1.0548597055729307	0.9093848820532768	0.10496459067857102	0.0
209165_HY5CNBGXT_TCDM_2_G05_X5_66_3_i_CAACAG_S39_trim1										12.728167473657717	3.6323365869064053	5.469710881256885	1.1202154190093903	1.0012884395940098	0.0	0.0
209166_HY5CNBGXT_TCDM_2_H05_X5_66_1_o_GATTGT_S40_trim1										9.973420533665813	2.75709400017568	5.011441918323805	0.8281404702193884	1.3624698845353698	0.0	0.0
209167_HY5CNBGXT_TCDM_2_A06_X5_66_2_o_CTCTCG_S41_trim1										11.884744721335661	3.3456475371121273	5.274443676156197	1.2782431855526162	0.916816723700836	0.18539646150932523	0.0
209168_HY5CNBGXT_TCDM_2_B06_A27_3_2_i_TGACAC_S42_trim1										12.17007930336908	3.5391748501501405	5.809838490821864	1.8299479613137568	0.8404331412433189	0.0	0.0
209169_HY5CNBGXT_TCDM_2_C06_C64_3_1_o_AAGACA_S43_trim1										11.843592219742995	3.157251711227764	5.303735426016764	1.3623254825999154	0.762149281664373	0.0	0.0
209170_HY5CNBGXT_TCDM_2_D06_X9_35_2_i_ACAGAT_S44_trim1										13.516894470032895	4.077410668522258	7.083553695263088	2.035282860183476	2.1321662439286277	0.0	0.0
