samplenum,sample_ID,timept,harvest_date,plant,root,layer,empty_tube_weight_g,raw_fresh_weight_g,fresh_weight_g,greenhouse_notes,dry_date_out,dry_weight_g,dry_matter%,dry_matter%_complete,Drying_notes,tubeID,corrected_sampleID,corrected_genotypeID
455,402_X11_57_rt3_i,4,7/28/23,402,3,inner,,9.9568,9.9398,,6/27/24,7.8735,37.06,37.06,,402_X11_57_rt3_i,402_X11_57_rt3_i,X11_57
456,402_X11_57_rt3_o,4,7/28/23,402,3,outer,,16.3737,16.3567,,8/7/23,9.951,33.96,33.96,,402_X11_57_rt3_o,402_X11_57_rt3_o,X11_57
457,403_A20_rt1_i,4,7/28/23,403,1,inner,,9.7754,9.7584,,8/7/23,7.512,27.57,27.57,,403_A20_rt1_i,403_A20_rt1_i,A20
458,403_A20_rt1_o,4,7/28/23,403,1,outer,,18.4019,18.3849,,8/7/23,10.032,28.78,28.78,,403_A20_rt1_o,403_A20_rt1_o,A20
459,403_A20_rt2_i,4,7/28/23,403,2,inner,,9.9233,9.9063,,8/7/23,7.8,35.18,35.18,,403_A20_rt2_i,403_A20_rt2_i,A20
460,403_A20_rt2_o,4,7/28/23,403,2,outer,,13.4400,13.423,,6/27/24,8.8544,32.48,32.48,,403_A20_rt2_o,403_A20_rt2_o,A20
461,403_A20_rt3_i,4,7/28/23,403,3,inner,,9.6831,9.6661,,8/7/23,7.656,33.20,33.20,,403_A20_rt3_i,403_A20_rt3_i,A20
462,403_A20_rt3_o,4,7/28/23,403,3,outer,,20.2760,20.259,,8/7/23,11.426,35.06,35.06,,403_A20_rt3_o,403_A20_rt3_o,A20
463,407_X2_24_rt1_i,4,7/28/23,407,1,inner,,9.9618,9.9448,,8/7/23,7.614,29.11,29.11,,407_X2_24_rt1_i,407_X2_24_rt1_i,X2_24
464,407_X2_24_rt1_o,4,7/28/23,407,1,outer,,15.0954,15.0784,,8/7/23,9.578,34.69,34.69,,407_X2_24_rt1_o,407_X2_24_rt1_o,X2_24
465,407_X2_24_rt2_i,4,7/28/23,407,2,inner,,11.5049,11.4879,,8/7/23,7.937,26.50,26.50,,407_X2_24_rt2_i,407_X2_24_rt2_i,X2_24
466,407_X2_24_rt2_o,4,7/28/23,407,2,outer,,21.0743,21.0573,,8/7/23,11.3,32.24,32.24,*might (???) not be fully dry,407_X2_24_rt2_o,407_X2_24_rt2_o,X2_24
467,407_X2_24_rt3_i,4,7/28/23,407,3,inner,,8.3788,8.3618,,8/7/23,7.163,29.68,29.68,,407_X2_24_rt3_i,407_X2_24_rt3_i,X2_24
468,407_X2_24_rt3_o,4,7/28/23,407,3,outer,,14.9337,14.9167,,8/7/23,9.293,31.91,31.91,,407_X2_24_rt3_o,407_X2_24_rt3_o,X2_24
469,409_X2_45_rt1_i,4,7/28/23,409,1,inner,,10.1900,10.173,,8/7/23,7.797,32.42,32.42,,409_X2_45_rt1_i,409_X2_45_rt1_i,X2_45
470,409_X2_45_rt1_o,4,7/28/23,409,1,outer,,19.3035,19.2865,,6/27/24,11.0441,34.74,34.74,,409_X2_45_rt1_o,409_X2_45_rt1_o,X2_45
471,409_X2_45_rt2_i,4,7/28/23,409,2,inner,,10.6441,10.6271,,8/7/23,8.073,35.67,35.67,,409_X2_45_rt2_i,409_X2_45_rt2_i,X2_45
472,409_X2_45_rt2_o,4,7/28/23,409,2,outer,,17.9582,17.9412,,6/27/24,10.7414,36.20,36.20,,409_X2_45_rt2_o,409_X2_45_rt2_o,X2_45
473,409_X2_45_rt3_i,4,7/28/23,409,3,inner,,9.7305,9.7135,,8/7/23,7.557,29.45,29.45,,409_X2_45_rt3_i,409_X2_45_rt3_i,X2_45
474,409_X2_45_rt3_o,4,7/28/23,409,3,outer,,20.8028,20.7858,,8/7/23,11.519,34.41,34.41,,409_X2_45_rt3_o,409_X2_45_rt3_o,X2_45
475,418_X5_36_rt1_i,4,7/28/23,418,1,inner,,10.1793,10.1623,,6/27/24,7.3941,21.03,21.03,,418_X5_36_rt1_i,418_X5_36_rt1_i,X5_36
476,418_X5_36_rt1_o,4,7/28/23,418,1,outer,,19.5818,19.5648,,8/7/23,10.486,29.66,29.66,*might (???) not be fully dry,418_X5_36_rt1_o,418_X5_36_rt1_o,X5_36
477,418_X5_36_rt2_i,4,7/28/23,418,2,inner,,8.2967,8.2797,,8/7/23,6.978,19.78,19.78,,418_X5_36_rt2_i,418_X5_36_rt2_i,X5_36
478,418_X5_36_rt2_o,4,7/28/23,418,2,outer,,13.5875,13.5705,,,,-96.29,,,418_X5_36_rt2_o,418_X5_36_rt2_o,X5_36
479,418_X5_36_rt3_i,4,7/28/23,418,3,inner,,9.0936,9.0766,,8/7/23,7.089,17.85,17.85,,418_X5_36_rt3_i,418_X5_36_rt3_i,X5_36
480,418_X5_36_rt3_o,4,7/28/23,418,3,outer,,13.2366,13.2196,,8/7/23,8.284,24.79,24.79,,418_X5_36_rt3_o,418_X5_36_rt3_o,X5_36
,https://docs.google.com/spreadsheets/d/1Bh37pSoyOLAQtuJXd0M8jdzX-jUOeY35Zh1knIJVN-E/edit#gid=1528979945,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7,,,,,,
